Feature	Cluster
Mycoplasmopsis mucosicanis	1120
Streptococcus sp. 21.1	1120
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial MutHLS system; DNA mismatch repair endonuclease MutH	1120
Mycoplasma simbae	1120
Chryseobacterium rhizoplanae	1120
Streptococcus sp. HMSC072D03	1120
Thioalkalivibrio sp. XN279	1121
Cruoricaptor ignavus	1121
Xanthomonas alfalfae	1121
Flavobacterium arcticum	1121
Streptomyces sp. AS02	1121
Halpernia frigidisoli	1121
Stenotrophomonas chelatiphaga	1121
Sphingobacterium sp. T2	1121
Pectobacterium polaris	1121
Betaproteobacteria bacterium SG8_41	1121
Corynebacterium jeddahense	1121
Acinetobacter sp. MF4640	1121
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-6-naphthoate; Aminodeoxyfutalosine synthase (EC 2.5.1.120)	1121
Zoogloea sp.	1121
Chelonobacter oris	1121
Elizabethkingia ursingii	1121
Macondimonas diazotrophica	1121
Epilithonimonas mollis	1121
Salinicola peritrichatus	1121
Jannaschia donghaensis	1121
Bowmanella dokdonensis	1121
Haliea sp.	1121
Bacteroidetes bacterium 47-18	1121
Microvirga antarctica	1121
Rheinheimera salexigens	1121
Methylosinus sp. PW1	1121
Moraxella osloensis	1122
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Arginine succinyltransferase pathway; Arginine N-succinyltransferase (EC 2.3.1.109)	1122
Methylobacterium sp. B1	1122
Herbaspirillum autotrophicum	1122
Flavobacterium sp. B17	1122
Acinetobacter beijerinckii	1122
Acinetobacter oleivorans	1122
Pseudomonas sp. Irchel s3h17	1122
Bdellovibrionales bacterium	1122
Pseudomonas sp. 63_8	1122
Chryseobacterium soldanellicola	1122
Acinetobacter tjernbergiae	1122
Metabolism; Iron acquisition and metabolism; Siderophores; Siderophore Aerobactin; Aerobactin siderophore receptor IutA	1122
Niabella agricola	1122
Roseateles puraquae	1122
Eggerthella sp. BIOML-A1	1122
Sphingobacterium deserti	1122
Chryseobacterium joostei	1122
Chryseobacterium caseinilyticum	1122
Chryseobacterium capnotolerans	1122
Chryseobacterium fistulae	1122
Stenotrophomonas rhizophila	1122
Ochrobactrum sp. BTU2	1122
Metabolism; Carbohydrates; Monosaccharides; D-gluconate and ketogluconates metabolism; Gluconate utilization system Gnt-I transcriptional repressor	1123
Clostridium haemolyticum	1123
Paenibacillus athensensis	1123
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Lipoic acid; Lipoic acid metabolism; Proposed lipoate regulatory protein YbeD	1123
Cellular Processes; Clustering-based subsystems; Clustering-based subsystems; Possible heterocyst differentiation related cluster; Parvulin-like peptidyl-prolyl isomerase	1123
Spiribacter salilacus	1123
Psychrobacter sp. FME5	1123
Metabolism; Nitrogen Metabolism; ; Denitrifying reductase gene clusters; Copper-containing nitrite reductase (EC 1.7.2.1)	1123
Stigmatella aurantiaca	1123
Cobetia sp. ICG0124	1123
Nanosynbacter sp. TM7-075	1123
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Glutathione: Non-redox reactions; Probable metallo-hydrolase YqgX	1123
Tenericutes bacterium HGW-Tenericutes-8	1123
Campylobacter infans	1123
Halanaerobium hydrogeniformans	1123
Neisseria meningitidis	1123
Virgibacillus senegalensis	1123
Membrane Transport; Membrane Transport; Protein and nucleoprotein secretion system, Type IV; Type IV pilus; Type IV pilus biogenesis protein PilE	1123
Energy; Respiration; Electron donating reactions; Formate dehydrogenase; Formate dehydrogenase N beta subunit (EC 1.2.1.2)	1123
Parcubacteria group bacterium GW2011_GWA2_49_16	1123
Nonomuraea turkmeniaca	1123
Gemella sanguinis	1123
Clostridium sp. AF43-10	1124
Metabolism; Iron acquisition and metabolism; Siderophores; Siderophore assembly kit; ABC-type Fe3+-siderophore transport system, permease 2 component	1124
Saccharibacteria bacterium CG2_30_41_52	1124
Campylobacter corcagiensis	1124
Paenibacillus tengchongensis	1124
Leuconostoc sp. DORA_2	1124
Aeromonas sp. ASNIH3	1124
Firmicutes bacterium HGW-Firmicutes-7	1124
Desulfatirhabdium butyrativorans	1124
Nanogingivalis gingivitcus	1124
Sporomusa termitida	1124
Ruminococcus sp. NK3A76	1124
Chryseoglobus sp. 28M-23	1124
Tranquillimonas alkanivorans	1124
DNA Processing; DNA Processing; DNA repair; DNA repair, bacterial; Very-short-patch mismatch repair endonuclease (G-T specific)	1124
[Actinobacillus] rossii	1125
Paenibacillus sp. UNC496MF	1125
Gemella asaccharolytica	1125
Pasteurella multocida	1125
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Quinone cofactors; Menaquinone biosynthesis from chorismate via 1,4-dihydroxy-2-naphthoate; Isochorismate synthase (EC 5.4.4.2)	1125
Aliarcobacter butzleri	1125
Lactobacillus sp. ASF360	1125
Metabolism; Amino Acids and Derivatives; Lysine, threonine, methionine, and cysteine; Threonine anaerobic catabolism gene cluster; Serine transporter	1125
Energy; Energy and Precursor Metabolites Generation; Central Metabolism; Pyruvate Alanine Serine Interconversions; Serine transporter	1125
Energy; Energy and Precursor Metabolites Generation; Fermentation; Fermentations: Mixed acid; Formate efflux transporter FocA	1125
Lachnospiraceae bacterium XBD2001	1125
Gemella sp. oral taxon 928	1125
Streptococcus sp. sy010	1125
Clostridium gasigenes	1125
Virgibacillus sp. MSJ-26	1126
Mergibacter septicus	1126
Enterococcus aquimarinus	1126
Enterococcus casseliflavus	1126
Streptobacillus felis	1126
Romboutsia hominis	1126
Olsenella timonensis	1126
Mycoplasma sp. (ex Biomphalaria glabrata)	1126
Miscellaneous; Miscellaneous; ; Mycobacterial FadE proteins Acyl-CoA dehydrogenase; Acyl-CoA dehydrogenase (EC 1.3.8.1), Mycobacterial subgroup FadE16	1126
Lachnospira eligens	1126
endosymbiont 'TC1' of Trimyema compressum	1126
Anaerotruncus colihominis	1126
Desulfosarcina cetonica	1127
Marinobacter nauticus	1127
Paenibacillus polymyxa	1127
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Tetrapyrroles; Cobalamin synthesis, Precorin-2 to Cob(II)yrinate a,c diamide, aerobic; Precorrin-6A reductase (EC 1.3.1.54)	1127
Corynebacterium melassecola	1127
Metabolism; Amino Acids and Derivatives; Aromatic amino acids and derivatives; Phenylalanine and Tyrosine synthesis 1; Aromatic amino acid aminotransferase gamma (EC 2.6.1.57)	1127
Thermomonas fusca	1127
Mycoplasmopsis pulmonis	1127
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; P2-like phage; Phage tail completion protein GpS	1127
Vibrio tapetis	1127
Eubacterium sp. CAG:786	1127
Enterococcus pseudoavium	1127
Psychromonas ingrahamii	1127
Vagococcus entomophilus	1127
Brevibacillus brevis	1127
Treponema succinifaciens	1127
Thermoanaerobaculaceae bacterium	1127
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Putrescine utilization; Gamma-glutamyl-putrescine synthetase (EC 6.3.1.11)	1128
uncultured Desulfovibrio sp.	1128
Sphingobacteriales bacterium 44-15	1128
Oleiagrimonas sp. C23AA	1128
Streptococcus sp. HMSC066E07	1128
Dyella sp. ASV24	1128
Tokpelaia sp.	1128
Glaciihabitans sp. dw_435	1128
Nitratidesulfovibrio vulgaris	1128
Mycoplasmopsis equigenitalium	1128
Afipia sp. NBIMC_P1-C2	1128
Stenotrophomonas sp. LM091	1128
Raoultella ornithinolytica	1128
Pseudogemmobacter humi	1129
Parasphaerochaeta coccoides	1129
Clostridium sp. AF37-5	1129
Clostridium gelidum	1129
Archangium gephyra	1129
Streptococcus sp. HMSC073D05	1129
Streptococcus hyovaginalis	1129
Ruminococcus sp. AM58-7XD	1129
Desulfitobacterium chlororespirans	1129
Magnetospirillum sp. XM-1	1129
Dysgonomonas sp. 520	1129
Clostridium frigoris	1129
Anaerobutyricum hallii	1129
Massiliimalia timonensis	1129
Bacteroidetes bacterium CG12_big_fil_rev_8_21_14_0_65_60_17	1129
Wohlfahrtiimonas chitiniclastica	1129
Planctomycetales bacterium 12-60-4	1130
Aggregatibacter kilianii	1130
Neisseria brasiliensis	1130
Actinomyces sp. 217892	1130
Bisgaardia hudsonensis	1130
Pelagibaculum spongiae	1130
Paludibacterium denitrificans	1130
Treponema bryantii	1130
Coprothermobacter platensis	1130
Nitrospina sp.	1130
Clostridiales bacterium GWC2_40_7	1130
Halomonas sp. BC1	1130
Alkalibacterium sp.	1130
Xanthomonadaceae bacterium SCN 69-48	1131
Streptomyces sp. BR123	1131
Chryseobacterium camelliae	1131
Cellular Processes; Microbial communities; Quorum sensing and biofilm formation; Biofilm Adhesin Biosynthesis; Biofilm PGA synthesis auxiliary protein PgaD	1131
bacterium M00.F.Ca.ET.180.01.1.1	1131
Companilactobacillus mishanensis	1131
Mesorhizobium sp. M1C.F.Ca.ET.210.01.1.1	1131
Pseudomonas sp. 71_D	1131
Raoultella sp. 18091	1131
Enterobacter cloacae complex sp. P4RS	1131
Stenotrophomonas sp. BIIR7	1131
Curvibacter sp.	1131
Haemophilus sp. HMSC068C11	1131
Ruminococcus callidus	1131
Liberibacter crescens	1131
Streptococcus sp. HMSC034F02	1131
Lacrimispora sphenoides	1131
Xanthomonas sp. XNM01	1131
Uhrbacteria bacterium GW2011_GWF2_39_13	1132
Brucella suis	1132
Rhodobacter sp. BACL10 MAG-120419-bin15	1132
Apibacter mensalis	1132
Gammaproteobacteria bacterium 45_16_T64	1132
Tepidimicrobium sp.	1132
Labedella populi	1132
Cetobacterium sp. ZOR0034	1132
Psychrobacter sp. KH172YL61	1132
Metabolism; Nitrogen Metabolism; ; Nitrogen fixation; Nitrogenase FeMo-cofactor scaffold and assembly protein NifE	1132
Yaniella halotolerans	1132
Gammaproteobacteria bacterium TMED78	1132
Anaerosporomusa subterranea	1132
Glutamicibacter soli	1132
Marinifilum breve	1132
Bradyrhizobium sp. NBAIM08	1132
Clostridiaceae bacterium AF31-3BH	1132
Sporolactobacillus vineae	1132
Maribacter dokdonensis	1132
Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22	1132
Gallibacterium genomosp. 3	1132
Deinococcus aquatilis	1132
Streptococcus thalassemiae	1132
Desulfobacter sp.	1132
Synechococcus sp. ROS8604	1132
Clostridium thermarum	1132
Edwardsiella ictaluri	1132
Acinetobacter populi	1132
Betaproteobacteria bacterium RIFCSPLOWO2_02_FULL_65_24	1132
Corynebacterium yudongzhengii	1132
Acinetobacter chinensis	1132
Cryobacterium glaciale	1132
Lactococcus hircilactis	1132
Curtobacterium sp. VKM Ac-1393	1132
Oceanirhabdus seepicola	1132
Prevotella sp. MSX73	1132
Neisseria yangbaofengii	1132
Oceanobacillus sojae	1132
Streptomyces sp. TLI_171	1133
Blautia sp. aa_0143	1133
Cellular Processes; Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems; Toxin-antitoxin replicon stabilization systems; RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)	1133
Cellular Processes; Cell Cycle, Cell Division and Death; Programmed Cell Death and Toxin-antitoxin Systems; YoeB-YefM toxin-antitoxin system; RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)	1133
Chryseobacterium wanjuense	1133
Bacillus sp. FJAT-50079	1133
Bacteroidetes bacterium 43-93	1133
Miscellaneous; Prophages, Transposable elements, Plasmids; Plasmid related functions; RSF1010 like IncQ broad-host-range plasmids; RelB/StbD replicon stabilization protein (antitoxin to RelE/StbE)	1133
Agreia sp. COWG	1133
Gemmatimonadetes bacterium HGW-Gemmatimonadetes-1	1133
Sphingomonas sp. JXJ CY 53	1133
Enterobacter kobei	1133
Flavobacterium seoulense	1133
Clostridium sp. AM51-4	1133
Regulation And Cell Signaling; Regulation and Cell signaling; Two-component regulatory systems; GlrKR two-component regulatory system; Sensor histidine kinase GlrK	1133
Oceanospirillales bacterium	1134
Chryseobacterium sp. 2VB	1134
SAR116 cluster bacterium	1134
Xenorhabdus cabanillasii	1134
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response; Stress proteins YciF, YciE; Stress response diiron-containing protein YciF	1134
Rhodobacterales bacterium CG18_big_fil_WC_8_21_14_2_50_71_9	1134
Pelistega suis	1134
Xanthobacter autotrophicus	1134
Phenylobacterium sp. J367	1134
Pedobacter suwonensis	1134
Pontiella sulfatireligans	1134
Stress Response, Defense, Virulence; Stress Response, Defense and Virulence; Stress Response: Osmotic stress; Osmotic stress cluster; Osmotically-inducible lipoprotein OsmB	1134
Vibrio campbellii	1134
Sphingomonas sp. SKA58	1134
Weeksella virosa	1134
Aureimonas psammosilenae	1134
Pedobacter chinensis	1134
Metabolism; Secondary Metabolism; Metabolism of Aromatic Compounds; Phenylacetyl-CoA catabolic pathway (core); 1,2-epoxyphenylacetyl-CoA isomerase (EC 5.3.3.18)	1134
Acidovorax sp. NO-1	1134
Energy; Respiration; Biogenesis of respiratory chain components; Biogenesis of c-type cytochromes; Thiol:disulfide oxidoreductase TlpA	1134
Sagittula stellata	1134
bacterium M00.F.Ca.ET.168.01.1.1	1134
Brucella intermedia	1134
Comamonas sp. B-9	1134
Desulfacinum hydrothermale	1135
RNA Processing; RNA Processing; Transcription; RNA polymerase, archaeal; DNA-directed RNA polymerase subunit B' (EC 2.7.7.6)	1135
Fusobacterium sp. HMSC065F01	1135
Streptomyces sp. ISL-86	1135
Cellular Processes; Prokaryotic cell type differentiation; Sporulation; Spore germination; Spore protein GerW (YtfJ), not involved in spore germination	1135
Ornithinimicrobium cryptoxanthini	1135
Krasilnikovia cinnamomea	1135
Metabolism; Iron acquisition and metabolism; Siderophores; Siderophore assembly kit; Putative ABC iron siderophore transporter, fused permease and ATPase domains	1135
Pseudomonas akapageensis	1135
Paenibacillus brasilensis	1135
Paenibacillus ferrarius	1135
Deinococcus planocerae	1135
Mycoplasma phocoeninasale	1135
Deinococcus sp. UR1	1135
Clostridium chrysemydis	1135
Hazenella coriacea	1135
Citricoccus sp. SGAir0253	1135
Gammaproteobacteria bacterium TMED222	1135
Arthrobacter sp. FRC_V45	1135
Persicirhabdus sediminis	1135
Streptomyces sp. GbtcB6	1135
Vitreoscilla stercoraria	1135
Halorhodospira halochloris	1135
Micromonospora arborensis	1135
Ureaplasma canigenitalium	1135
Chroococcidiopsis sp. [FACHB-1243]	1135
Lysobacter prati	1135
Leptospira yasudae	1135
Tenericutes bacterium ADurb.Bin239	1135
Azospirillum griseum	1135
bacterium HR34	1135
Dictyobacter arantiisoli	1135
Crossiella equi	1135
Rickettsiales endosymbiont of Peranema trichophorum	1135
bacterium CG10_big_fil_rev_8_21_14_0_10_33_18	1135
Leekyejoonella antrihumi	1135
Syntrophomonas zehnderi	1135
Pseudomonas sp. WS 5410	1135
Exiguobacterium sp. s59	1135
Nocardia flavorosea	1135
Pectobacterium aroidearum	1135
Arenicella xantha	1135
Shewanella sp. MR-4	1135
endosymbiont GvMRE of Glomus versiforme	1135
Mycobacterium sp. shizuoka-1	1135
Sphingomonas sp. FARSPH	1135
Pseudoalteromonas sp. S4488	1135
Hydrogenophilales bacterium 17-64-11	1135
Snodgrassella sp. W8158	1135
Clostridium ihumii	1135
Stenoxybacter acetivorans	1135
Micromonospora palomenae	1135
Micromonospora coriariae	1135
Desulfocapsa sulfexigens	1135
Bartonella callosciuri	1135
candidate division WWE3 bacterium RIFOXYA2_FULL_46_9	1135
Andersenbacteria bacterium RIFCSPHIGHO2_12_FULL_45_11	1135
Erysipelatoclostridium sp. MSK.7.34	1135
Cellulophaga lytica	1135
Paenimyroides viscosum	1135
Harrisonbacteria bacterium RIFCSPHIGHO2_02_FULL_42_16	1135
Kerfeldbacteria bacterium RIFCSPHIGHO2_02_FULL_42_14	1135
Peptoniphilus vaginalis	1135
Fluviispira multicolorata	1135
Campylobacter avium	1135
Pandoraea captiosa	1136
Streptomyces clavuligerus	1136
Peribacteria bacterium RIFCSPLOWO2_12_FULL_55_15	1136
Pasteurella sp. WM03	1136
Balnearium lithotrophicum	1136
Spiroplasma sp. TIUS-1	1136
Spiroplasma sabaudiense	1136
Campylobacter anatolicus	1136
Youxingia wuxianensis	1136
Sinobacterium caligoides	1136
Metabolism; Cofactors, Vitamins, Prosthetic Groups; Tetrapyrroles; Heme Biosynthesis: protoporphyrin-, coproporphyrin- and siroheme-dependent pathways; Putative uroporphyrinogen-III synthase (EC 4.2.1.75), related to YjjA (in BS)	1136
Metabolism; Amino Acids and Derivatives; Arginine; urea cycle, creatine, polyamines; Polyamine Metabolism; Putative GntR-family regulatory protein and aminotransferase near polyamine transporter	1136
Cell Envelope; Cell Envelope, Capsule and Slime layer; Capsule and Slime layer; Streptococcal Hyaluronic Acid Capsule; UDP-glucose dehydrogenase in hyaluronic acid synthesis (EC 1.1.1.22)	1136
Lysobacter solisilvae	1136
Spiribacter halobius	1136
Sulfurospirillum halorespirans	1136
Planctomyces sp. SH-PL62	1136
Amycolatopsis mediterranei	1136
Brocadia sinica	1136
Energy; Respiration; ; Respiratory Systems - Shewanella (updated); Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.5.3), molybdopterin-binding domain	1136
Brevibacillus gelatini	1136
Azospirillum sp.	1136
Cyanobacteria bacterium J055	1136
Acidovorax sp. HMWF018	1136
Cell Envelope; Cell Envelope, Capsule and Slime layer; Capsule and Slime layer; Hyaluronic Acid-containing Cell Walls; UDP-glucose dehydrogenase in hyaluronic acid synthesis (EC 1.1.1.22)	1136
Energy; Respiration; Electron accepting reactions; Anaerobic dimethyl sulfoxide reductase (EC 1.8.5.3); Anaerobic dimethyl sulfoxide reductase chain A (EC 1.8.5.3), molybdopterin-binding domain	1136
Bacteroidetes oral taxon 274	1136
Energy; Respiration; Electron donating reactions; Succinate dehydrogenase and Fumarate reductase cpmlexes; Fumarate reductase cytochrome b subunit	1136
Companilactobacillus paralimentarius	1137
Gallalistipes aquisgranensis	1137
Kallipyga massiliensis	1137
Ruminococcus sp. D40t1_170626_H2	1137
Desulfuromonas sp. SDB	1137
Zymomonas mobilis	1137
Lawsonia intracellularis	1137
Paenibacillus donghaensis	1137
Dehalococcoidales bacterium	1137
Butyrivibrio sp. AE3004	1137
Sulfomarinibacter sp. MAG AM1	1137
Eikenella sp. NML97-A-109	1137
Veillonella sp. CHU740	1137
Caecibacteroides pullorum	1137
Succinivibrio sp.	1137
Ruminococcaceae bacterium P7	1137
Acholeplasma laidlawii	1137
Methylobacillus rhizosphaerae	1137
Hydrogenophilus thermoluteolus	1138
Paracoccus homiensis	1138
Dyadobacter luteus	1138
[Clostridium] cellulosi	1138
Tardiphaga alba	1138
Miscellaneous; Prophages, Transposable elements, Plasmids; Phages, Prophages; P2-like phage; Phage tail protein GpE	1138
Variovorax gossypii	1138
Streptococcus sp. HF-100	1138
Paenibacillus glacialis	1138
Lapidilactobacillus mulanensis	1138
Microgenomates group bacterium ADurb.Bin219	1138
Acinetobacter modestus	1138
Clostridium sp. AM49-4BH	1138
Acidoferrum panamensis	1138
uncultured Craurococcus sp.	1139
Methylocystaceae bacterium	1139
Brevundimonas sp.	1139
Pseudomonas lactis	1139
Metabolism; Fatty Acids, Lipids, and Isoprenoids; Steroids and Hopanoids; Hopanoid biosynthesis; Hopanoid-associated RND transporter, HpnN	1139
Piscinibacter aquaticus	1139
Metabolism; Metabolite damage and its repair or mitigation; ; Metabolite repair; Alkyl hydroperoxide reductase AhpD (EC 1.11.1.15)	1139
Hydrogenophaga sp. 2FB	1139
Amaricoccus sp. HAR-UPW-R2A-40	1139
Proteus mirabilis	1139
Anaplasma phagocytophilum	1139
Novosphingobium sp. KA1	1139
Cell Envelope; Cell Envelope, Capsule and Slime layer; Capsule and Slime layer; Alginate biosynthesis; Alginate polymerase/glycosyltransferase Alg8	1139
